"id_relatore","name","surname","company","role","photo","curriculum"
"178","Petar M.","Seferovic","","","58887","Faculty of Medicine Belgrade University Belgrade, RS Petar M Seferovic, MD, PhD, FESC, FACC • Vice-president, European Society of Cardiology • President, Heart failure Association oftbe ESC (2018-2020) • Academician, Serbian Academy of Sciences and Arts • Professor, University of Belgrade Faculty of Medicine and Heart Failure Center, University Medical Center, Belgrade • President, Heart Failure Society of Serbia Petar Seferovic is Vice-president of The European Society of Cardiology and President of the Heart Failure Association of the European Society of Cardiology. He has a long standing experience in the activities of ESC, and later was involved in Heart Failure Association projects for almost a decade. After completing his training and fellowship at Belgrade University School of Medicine and Kings College Hospital in London, UK, he spent two years as a Visiting Assistant professor in Methodist Hospital and Baylor College of Medicine, Houston, USA. Prof. Seferovic was leading the introduction of several methods of interventional cardiology and myocardial and pericardial disease in Serbia, including percutaneous transJuminal angioplasty, endomyocardial biopsy, percutaneous pericardioscopy and pericardiaJ biopsy. Starting mid-90's, he dedicated his clinical and research activity to chronic and acute heart failure. He is full member of Serbian Academy of Sciencies and Arts and President, Heart Failure Society of Serbia His research interests mainly include heart failure (acute and chronic), cardiovascular disease (heart failure) and diabetes, as well as cardiomyopathies, myocarditis and pericardia! disease. He has been involved in numerous heart failure clinical trials as a National coordinator and Principal investigator, member of international steering committees, endpoint committees, and advisory boards. Prof. Seferovic has coauthored a total of 606 publications, with cumulative impact factor of 1078 (b-index 36), including multiple papers in peer-reviewed international journals. He has a total citation of 17833 (Google Scholar) / 14298 (Scopus). He presented more than 260 lectures at International conferences. He acted as a Task Force member on several ESC guidelines, including ESC guidelines on the diagnosis and treatment of acute and chronic heart failure, the ESC guidelines for the management of pericardia! disease, and the guidelines on cardiovascul diseases in diab In addition, Petar Seferovic serves as a reviewer for several journals"
"179","Peter","Dicpinigaitis","","","",""
"180","Peter","Holzer","","","",""
"181","Peter","Lakatos","","","",""
"182","Peter M.","Nilsson","","","",""
"183","Peter","Sleight","","","",""
"184","Philippe","Sanseau","","","",""
"185","Pierangelo","Geppetti","","","",""
"186","Piergiuseppe","Agostoni","","","45715","Milan, IT"
"187","Piero","Olliaro","","","",""
"188","Raffaella","Balocco","","","",""
"189","Rajesh V.","Thakker","","","",""
"190","Rami","Burstein","","","",""
"191","Renato D.","Lopes","","","",""
"192","René","Rizzoli","","","",""
"193","Renza","Barbon Galluppi","","","",""
"194","Renzo","Guerrini","","","",""
"195","Reuven","Or","","","",""
"196","Riccardo","Haupt","","","",""
"197","Ridwan","Shabsigh","","","",""
"198","Robert D.","Brook","","","",""
"199","Roberta","D’Emmanuele di Villa Bianca","","","",""
"200","Roberto","Giacomelli","","","",""
"201","Roberto W.","Dal Negro","","","",""
"202","Rod","Flower","","","",""
"203","Rodolfo","Montironi","","","",""
"204","Roland","Schmieder","","","",""
"205","Romano","Danesi","","","",""
"206","Rosario","Pivonello","","","",""
"207","Roswitha","Siener","","","",""
"208","Sabrina","Giglio","","","",""
"209","Sadanori","Akita","","","",""
"210","Sanjoy","Bhattacharya","","","",""
"211","Sean","Ekins","","","",""
"212","Sebastian","Schneeweiss","","","",""
"213","Sergio","Bracarda","","","",""
"214","Sigmund","Silber","","","",""
"215","Silvia","Benemei","","","",""
"216","Silvia","Varechova","","","",""
"217","Stefan D.","Anker","","","",""
"218","Stefania","Paolillo","","","",""
"219","Stefano","Lorenzetti","","","",""
"220","Stefano","Taddei","","","",""
"221","Stefano","Volpi","","","",""
"222","Stéphane","Laurent","","","",""
"223","Suhail","Allaqaband","","","",""
"224","Surinder","Birring","","","",""
"225","Susanna","Esposito","","","45182","Prof. Esposito is a Full Professor of Pediatrics at the School of Medicine of the University of Parma. She is President of the World Association for Infectious Diseases and Immunological Disorders (WAidid) since 2014, Chair of the Vaccine Study Group of the European Society for Clinical Microbiology and Infectious Diseases since 2013, a member of the Steering Committee on Vaccination of the Italian Society of Pediatrics since 2016 and was President of the Italian Society of Pediatric Infectious diseases from 2011-2015. She won several postgraduate awards; she has been International Editor of The Paediatric Infectious Disease Journal (since 2005), Associate Editor of BMC Infectious Diseases (since 2009), Associate Editor of Human Vaccines & Immunotherapeutics (since 2010), Associate Editor of Journal of Clinical Virology (since 2012) and Editorial Board Member of PLOS One (since 2013). Prof. Esposito’s research has focused on vaccines, respiratory tract infections, antinfective therapy and emerging infections. Her research activities has led to the publication of more than 500 articles in international journals reported by PubMed with an h index of 67 and an impact factor >4,000."
"226","Sverre Erik","Kjeldsen","","","",""
"227","Tamara","Vokes","","","",""
"228","Terkel","Andersen","","","",""
"229","Thomas","Kahan","","","",""
"230","Tommaso","Cai","","","","Department of Urology Santa Chiara Regional Hospital Trento Italy"
"231","Tony","Heagerty","","","",""
"232","Umberto","Simeoni","","","",""
"233","Valentina","Gaidano","","","",""
"234","Valentina","Longo","","","",""
"235","Vinay","Thohan","","","",""
"236","Vincenzo","Mirone","","","",""
"237","Vincenzo","Mollace","","","",""
"238","Wolfgang","Weidner","","","",""
"239","Wolfram","Doehner","","","",""
"240","Alberto","Morganti","","","",""
"241","Alda","Huqi","","","",""
"242","Aldo Pietro","Maggioni","","","75741","Director of Research Center of Italian Association of Hospital Cardiologists (ANMCO), Heart Care Foundation, Florence, Italy 2016 Gold Medal of the Associazione Nazionale Medici Cardiologi Ospedalieri (ANMCO) 2017 GIMBE Evidence Award 2017 Commander of the It alian Republic 2019 2019 Gold Medal of the Heart Failure Association dell’European Society of Cardiology (ESC) Hall of Fame Heart Failure American College of Cardiology 2021 2020 2019 2018 Highly Cited Researcher in the field of Clinical Medicine 202 1 Highly Cited Researcher in the field of Clinical Medicine 2020 Highly Cited Researcher in the field of Clinical Medicine 2019 Highly Cited Researcher in the field of Clinical Medicine 2018"
"243","Aldo","Rinaldi","","","",""
"244","Alec","Vahanian","","","",""
"245","Alessandra","Dei Cas","","","",""
"246","Alessandro","Rambaldi","","","68027","Research and Professional Experience 1977-1978 General Medicine, Internal Medicine, University of Innsbruck, Austria 1978-1979 Nephrology, Internal Medicine, University of Innsbruck, Austria 1979-1980 Cardiology, Internal Medicine, University of Innsbruck, Austria 1980-1981 Hematology, Internal Medicine, University of Innsbruck, Austria 1981 Endocrinology, Internal Medicine, University of Innsbruck, Austria 1981 Hematology, Kantonsspital, Basel, Switzerland, Scholarship for BMT 1981-1982 Gastroenterology, Internal Medicine, University of Innsbruck, Austria 1982-1983 Intensive Care, Internal Medicine, University of Innsbruck, Austria 1983-1986 Transplantation Unit, University of Innsbruck, Austria 1986-1987 Senior Fellow, Fred Hutchinson Cancer Research Center, Seattle, WA 1987-1998 Internal Medicine, University of Innsbruck, Austria 1989-1994 Assistant Professor of Medicine, University of Innsbruck, Austria 1989-1995 Head, General Medicine Ward for hematological patients, University of Innsbruck, Austria 1989-1998 Head, Bone Marrow Transplant Unit and Clinical Immunobiology, University of Innsbruck, Austria 1994-1998 Associate Professor of Medicine, University of Innsbruck, Austria 1998-2018 Head, Department of Hematology and Oncology, University Hospital Leipzig, Germany 1998-date Professor of Medicine, Emeritus, University of Leipzig, Germany 2015-date Concurrent Professor (Aichi Medical University, Japan) 2017-date Professor, Health Sciences, Kaunas, Lithuania 2019-date Professor Catholic University Asuncion, Paraguay Society Memberships 1989 Austrian Society of Hematology and Oncology 1989 Board of the Austrian Society of Allergology and Immunology 1989 Deputy Chairman of Austrotransplant 1991 Board of the Austrian Society of Hematology and Oncology 1993 Member of the European Haematology Association 1999 Member of the American Society of Hematology 2000 Member of the American Society of Clinical Oncology Appointments 1991-2000 Secretary of the Chronic Leukemia Working Party of the EBMT (European Bone Marrow Transplantation Group) 2000 President Annual Meeting EBMT Innsbruck 2000 participants 1992-1995 Chairman of Austrotransplant 1993 Board of the Austrian Society of Internal Medicine (Secretary of the Annual Meeting 1993) 2000-2006 Chairman of the chronic Leukemia Working Party of the European Society of Blood and Marrow Transplantation 2006 President Annual Meeting Hematology/Oncology Germany Switzerland Austria 3600 participants 2006-2010 President of the EBMT 2008 Dr. honoris causa, University of Thessaloniki, Greece 2008 Cavaliere della Repubblica Italiana 2009-2012 Member of the Committee for Advanced Theraphies (CAT) of the European Medicines Agency (EMEA) 2010-2014 President of the world wide network for blood and marrow transplantation (WBMT) 2011 Honorary Member of Austrotransplant 2011- Honorary Consul for Italy in Leipzig and Chemnitz and Thüringen 2013–2015 Past-President WBMT 2015 St. Henry needel, Grimma, Germany 2017 Dr. honoris causa, Warsaw, Polen Invitation to deliver lectures at the most important scientific meetings, at House of Lords and Commons in London, UN in New York, European Parliament."
"247","Alice","Calabrese","","","",""
"248","Alois","Gratwohl","","","",""
"249","Amrita","Ahluwalia","","","",""
"250","André","Tichelli","","","",""
"251","Andrea","Mortara","","","",""
"252","Andreas","Papapetropoulos","","","",""
"253","Andrzej","Januszewicz","","","",""
"254","Angela","Sciacqua","","","",""
"255","Anthony","De Maria","","","",""
"256","Anthony M.","Heagerty","","","",""
"257","Antonello","Gavazzi","","","",""
"258","Antonio E.","Pontiroli","","","",""
"259","Arrigo","Cicero","","","",""
"261","Attilio","Iacovoni","","","",""
"262","Aurelia","Grosu","","","",""
"263","Austin","Stack","","","",""
"264","C. Noel","Bairey-Merz","","","",""
"265","Carl J.","Pepine","","","",""
"266","Carlo","Biagini","","","",""
"267","Cheuk-Man","Yu","","","44518","Director, Chiu Hin Kwong Heart Centre Hong Kong Baptist Hospital Clinical Professor (Honorary) The Chinese University of Hong Kong"
"268","Claudia","Vittori","","","",""
"269","Csaba","Szabo","","","",""
"270","Damiano","Rizzoni","","","",""
"271","Daniel I.","Feig","","","",""
"272","Dariusz","Gąsecki","","","",""
"273","David J.","Lefer","","","",""
"274","Diana","Greenfield","","","",""
"275","Dolores M.","Shoback","","","",""
"276","Doralisa","Morrone","","","",""
"277","E. Michael","Lewiecki","","","",""
"278","Ralf","Eberhard","","","",""
"279","Edoardo","Mannucci","","","45738","Associate Professor of Endocrinology, University of Florence, Italy Clinical activity Head of the Clinic of Diabetology and Metabolic Diseases at the Careggi University Hospital of Florence, he coordinates a team which provides outpatient care for type 1 and type 2 diabetes, diabetic foot ulcers, obesity, and lipid disorders. Research activity As a clinical researcher, he has been in charge of the design and management of many clinical trials and observational studies. He is also the author of many systematic reviews and meta-analyses, and he has been involved in the development of clinical practice recommendations and guidelines. His main fields of interest are the treatment of type 2 diabetes, the clinical application of devices for the management of type 1 diabetes, and the non-pharmacological treatment of type 2 diabetes and obesity. In the past, he has also been involved in research activities on psychological aspects of diabetes and obesity, medical management of eating disorders, and endocrine disturbances related to glucose metabolism. Teaching activity As Associate Professor of Endocrinology at the University of Florence, he is a teacher at the graduate schools of Medicine, Dietary Sciences, and Motor Sciences. He is also teacher of Endocrinology at the postgraduate Specialty schools of Endocrinology and Cardiology of the University of Florence. Scientific Societies He is currently member of the Board of Directors of the Italian Society of Diabetology, and Coordinator of the Scientific Committee of the Italian Society of Obesity. In the past, he has been member of the Board of Directors of the Italian Society of Obesity and of the Italian Society for the Study of Eating Disorders, and member of the Scientific Committee of the Italian Society of Diabetology."
